phase,matrix,variable,x_label,x_value,component,component_index,lambda,factor_value,plotted_value,y_label
FCC,A,Co,x_Co,0.27,r=6,6,0.9999999999997041,-0.08019257189317822,-0.08019257189315449,λ·A
FCC,A,Co,x_Co,0.28,r=6,6,0.9999999999997041,-0.07131547233912237,-0.07131547233910128,λ·A
FCC,A,Co,x_Co,0.29,r=6,6,0.9999999999997041,0.03724807444727508,0.03724807444726406,λ·A
FCC,A,Co,x_Co,0.3,r=6,6,0.9999999999997041,0.07061832761042991,0.07061832761040901,λ·A
FCC,A,Co,x_Co,0.31,r=6,6,0.9999999999997041,0.01582183732965756,0.01582183732965288,λ·A
FCC,A,Co,x_Co,0.32,r=6,6,0.9999999999997041,-0.03879264624270502,-0.038792646242693546,λ·A
FCC,A,Co,x_Co,0.33,r=6,6,0.9999999999997041,-0.0831257883045176,-0.083125788304493,λ·A
FCC,A,Co,x_Co,0.34,r=6,6,0.9999999999997041,-0.08342297017587713,-0.08342297017585244,λ·A
FCC,A,Co,x_Co,0.35,r=6,6,0.9999999999997041,-0.005435149743633907,-0.005435149743632299,λ·A
FCC,A,Co,x_Co,0.36,r=6,6,0.9999999999997041,-0.07986362563166914,-0.07986362563164551,λ·A
FCC,A,Co,x_Co,0.37,r=6,6,0.9999999999997041,-0.14111983281661378,-0.14111983281657203,λ·A
FCC,A,Co,x_Co,0.38,r=6,6,0.9999999999997041,0.01093243331839014,0.010932433318386905,λ·A
FCC,A,Co,x_Co,0.39,r=6,6,0.9999999999997041,0.1128458264270094,0.112845826426976,λ·A
FCC,A,Co,x_Co,0.4,r=6,6,0.9999999999997041,0.09186122454302438,0.09186122454299721,λ·A
